_permit_type,work_description,address,permit_,_permit_type(2),work_description(2),address(2),permit_(2),b_ward
PERMIT - WRECKING/DEMOLITION,"DEMOLITION OF A 1 STORY MCDONALD'S.",2707 N Milwaukee Ave,100460813,PERMIT - NEW CONSTRUCTION,"DEMOLITION AND RE-CONSTRUCTION OF AN EXISTING 1 STORY MCDONALD'S RESTAURANT; INCLUDING THE RENOVATION OF THE EXISTING PARKING LOT.",2707 N Milwaukee Ave,100446907,35
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RES.,2717 N Racine Ave,100462782,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY 3 DWELLING UNIT APARMENT BUILDING WITH 3 CAR GARAGE,2717 N Racine Ave,100465158,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,2723 W St Georges Ct,100501515,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ATTACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.********THIS PERMIT WILL BE VOIDED IF THE WRCKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******,2723 W St Georges Ct,100502071,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING 2 STORY MULTI FAMILY BUILDING AND DETACHED FRAME GARAGE.,2729 N Southport Ave,100544761,PERMIT - NEW CONSTRUCTION,"ERECT  A 3 STORY , IIIB MASONRY 3 UNIT APARMENT BUILDING WITH A 3 CAR GARAGE PER PLAN",2729 N Southport Ave,100536429,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE.,2730 N Dayton St,100506115,PERMIT - NEW CONSTRUCTION,ERECT A NEW THREE STORY 3B MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND A TWO CAR MASONRY GARAGE WITH ROOF DECK AS PER PLANS,2730 N Dayton St,100506586,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,2732 N Seminary Ave,100484223,PERMIT - NEW CONSTRUCTION,"ERECT 3 STORY ,IIIB MASONRY  3 UNIT APARMENT BUILDING WITH 3 CAR GARAGE",2732 N Seminary Ave,100482046,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME COACH HOUSE,2740 N Seminary Ave,100526999,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY IIIB MASONRY 3 UNIT APARMENT BUILDING WITH A 3 CAR GARAGE PER PLANS,2740 N Seminary Ave,100516129,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,2740 N Seminary Ave,100526497,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY IIIB MASONRY 3 UNIT APARMENT BUILDING WITH A 3 CAR GARAGE PER PLANS,2740 N Seminary Ave,100516129,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME RESIDENCE & GARAGE,2745 N Albany Ave,100502838,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH NEW 2 CAR GARAGE. ********THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********,2745 N Albany Ave,100505866,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 4 STORY CONCRETE OFFICE BUILDING,2816 S Kilbourn Ave,100457975,PERMIT - NEW CONSTRUCTION,"PERMIT EXPIRES ON 12/15/2012 ERECTION STARTS: 10/28/2012, ERECTION ENDS: 10/29/2012.  ERECT ONE(1) 60X120 TENT",2816 S Kilbourn Ave,100461986,22
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME HOUSE WITH DETACHED FRAME GARAGE.,2843 N Maplewood Ave,100509240,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,2843 N Maplewood Ave,100508925,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME BUILDING.,2845 N Racine Ave,100489747,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.  **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,2845 N Racine Ave,100490363,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME HOUSE.,2857 W Belden Ave,100538196,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,2857 W Belden Ave,100542479,1
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2908 N Seeley Ave,100492055,PERMIT - NEW CONSTRUCTION,**SELF CERT PROJECT** - ERECT A TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE. (Subject to audit & field inspection),2908 N Seeley Ave,100492647,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME HOUSE WITH DETACHED FRAME GARAGE.,2920 N Washtenaw Ave,100538191,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY BUILDING (4A CONSTRUCTION) WITH DETATCHED 2 CAR FRAME GARAGE WITH ROOF DECK (4A CONSTRUCTION) AS PER PLAN.,2920 N Washtenaw Ave,100541130,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A HOUSE WITH DETACHED GARAGE.,2923 N Washtenaw Ave,100497587,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2923 N Washtenaw Ave,100508347,33
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING,2925 N Fairfield Ave,100470870,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2925 N Fairfield Ave,100473083,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2926 W Palmer St,100532243,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT MASONRY 3 D.U. BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION), 1 EXTERIOR PARKING SPACE ON CONCRETE PAD AS PER PLAN.",2926 W Palmer St,100532083,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2929 N Troy St,100526493,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,2929 N Troy St,100527424,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MASONRY\FRAME SFR & DETACHED FRAME GARAGE.,2933 S Quinn St,100505777,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY WITH BASEMENT MASONRY SINGLE FAMILY HOME AND 2 CAR DETACHED FRAME GARAGE AS PER PLANS.,2933 S Quinn St,100509380,11
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2935 N Seeley Ave,100528762,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT, A DETACHED 3 CAR PRIVATE GARAGE WITH ROOF DECK AND OUTDOOR FIREPLACE.",2935 N Seeley Ave,100529502,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,2941 N Damen Ave,100523813,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY, IIIB MASONRY 3 UNIT APARMENT BUILDING WITH A 3 CAR GARAGE PER PLANS",2941 N Damen Ave,100519402,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY MASONRY BUILDING,2943 S Bonfield St,100451482,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1 STORY MASONRY SINGLE FAMILY  HOME WITH BASEMENT (TYPE 3B) AND A 2 CAR FRAME GARAGE (4A) ALLEY ACCESS.,2943 S Bonfield St,100454494,11
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE,2969 S Arch St,100521071,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY MASONRY SINGLE FAMILY WITH BASEMENT AND DETACHED 2 CAR FRAME GARAGE AS PER PLANS.,2969 S Arch St,100519001,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY HOME AND DETACHED FRAME GARAGE,3010 N Hoyne Ave,100461411,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY RSIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK PER PLANS. APPROVED USING PROTO TYPE #100408994 ISSUED ON 10/06/2011.,3010 N Hoyne Ave,100462225,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK RESIDENCE & 1 STORY DETACHED BRICK GARAGE,3015 W Irving Park Rd,100519775,PERMIT - NEW CONSTRUCTION,NEW 1 STORY MASONRY BUILDING FOR ADMINISTRATIVE OFFICES (2369.0 SQ. FT.) WITH ASPHALT PARKING AREA (572.0 SQ. FT.) AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **,3015 W Irving Park Rd,100537866,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE EXISTING 1 STORY FRAME BUILDING,3016 W Peterson Ave,100457631,PERMIT - NEW CONSTRUCTION,CONSTRUCT A NEW ONE STORY RETAIL AUTO PARTS BUILDING - PARKING AS PER PLANS.,3016 W Peterson Ave,100450796,50
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,3019 N Christiana Ave,100545266,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW REAR WOOD DECK. NEW DETACHED FRAME 2 CAR GARAGE AS PER PLANS.,3019 N Christiana Ave,100545647,35
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME SINGLE FAMILY,3019 N Hamilton Ave,100537840,PERMIT - NEW CONSTRUCTION,"SELF-CERT NEW 4,110 SQ. FT. 2-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND 390 SQ. FT. DETACHED 2-CAR GARAGE WITH ROOF DECK.",3019 N Hamilton Ave,100538029,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,3052 N Racine Ave,100496202,PERMIT - NEW CONSTRUCTION,"ERECT 3 STORY, IIIB MASONRY 3 DWELLING UNIT APARTMENT BUILDING WITH  3 CAR GARAGE ,PER PLANS",3052 N Racine Ave,100496146,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME SINGLE FRAME HOME & DETACHED FRAME GARAGE,3104 N Leavitt St,100512788,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE ,AND ROOF DECK PER PLANS",3104 N Leavitt St,100514177,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE,3116 N Seminary Ave,100486776,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,3116 N Seminary Ave,100487983,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SFR.,3130 S Wallace St,100497928,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY WITH BASEMENT SINGLE FAMILY RESIDENCE WITH REAR OPEN WOOD FRAME DECK AND DETACHED 2 CAR FRAME GARAGE AS PER PLANS,3130 S Wallace St,100497792,11
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING & FRAME DETACHED GARAGE,3203 S Throop St,100513300,PERMIT - NEW CONSTRUCTION,PROPOSED 2 STORY MASONRY SINGLE FAMILY WITH BASEMENT AND ERECT REAR DETACHED 2-CAR  FRAMED GARAGE,3203 S Throop St,100511705,11
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING &  FRAME DETACHED GARAGE,3217 N Albany Ave,100513297,PERMIT - NEW CONSTRUCTION,NEW 2 STORY SINGLE FAMILY RESIDENCE WITH WOOD REAR DECK. NEW 2 CAR FRAME GARAGE AS PER PLANS.,3217 N Albany Ave,100513844,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE.,3218 N Racine Ave,100513758,PERMIT - NEW CONSTRUCTION,"**Self Cert Project** -  ERECT NEW 3 STORY, III-B, 2DU APARTMENT BUILDING W/BASEMENT, ROOF DECK AND DETACHED GARAGE AS PER PLANS.  (Subject to audit & field inspection)   ***This permit will be voided in 30 days from the issuing date of this permit if Wrecking Permit is not obtained***",3218 N Racine Ave,100517570,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME 3 FLAT RESIENCE AS WELLS AS FRAME GARAGE.,3220 N Kenmore Ave,100542290,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY 3 UNIT APARMENT BUILDING WITH BASEMENT AND ROOF DECK, AND NEW DETACHED 3CAR GARAGE",3220 N Kenmore Ave,100538376,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING MASONRY 3 UNIT BUILDING.,3225 N Hoyne Ave,100493510,PERMIT - NEW CONSTRUCTION,ERECT TWO FRAME STORY SINGLE FAMILY WITH BASEMENT AND TWO CAR GARAGE WITH A ROOF DECK. ISSUED PERMIT BASED ON PROTOTYPE. PERMIT NUMBER 100448448 ISSUED 1/1/2012.,3225 N Hoyne Ave,100488644,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,3227 N Kenmore Ave,100488656,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY 3 UNIT APARMENT  BUILDING ,WITH BASEMENT AND DETACHED  3 CAR GARAGE WITH ROOF DECK",3227 N Kenmore Ave,100490902,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING 3 STORY FRAME BUILDING.  FRONT BUILDING,3228 N Seminary Ave,100544764,PERMIT - NEW CONSTRUCTION,"ERECT 3 STORY, IIIB MASONRY BUILDING 3UNIT APARTMENT BUILDING WITH 3 CAR GARAGE WITH A ROOF DECK ( ADJUSMENT APPROVAL #100496145)",3228 N Seminary Ave,100547595,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING 2 STORY FRAME COACH HOUSE.,3228 N Seminary Ave,100544763,PERMIT - NEW CONSTRUCTION,"ERECT 3 STORY, IIIB MASONRY BUILDING 3UNIT APARTMENT BUILDING WITH 3 CAR GARAGE WITH A ROOF DECK ( ADJUSMENT APPROVAL #100496145)",3228 N Seminary Ave,100547595,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME MULTI UNIT RESIDENCE AND DETACHED FRAME GARAGE,3238 N Racine Ave,100519310,PERMIT - NEW CONSTRUCTION,"**Self Cert Project** -  ERECT NEW 3-STORY + BASEMENT, FULLY SPRINKLERED SINGLE FAMILY RESIDENCE (TYPE IIIB CONSTRUCTION)  WITH A DETACHED 2.5 CAR GARAGE PER PLANS.    (Subject to audit & field inspection)",3238 N Racine Ave,100513851,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,3243 W Belle Plaine Ave,100532832,PERMIT - NEW CONSTRUCTION,SELF CERT- ERECT TWO STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2 CAR GARAGE**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,3243 W Belle Plaine Ave,100541498,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING 1 STORY SINGLE FAMILY FRAME STRUCTURE & GARAGE.,3249 N Clifton Ave,100505605,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY , IIIB MASONRY 3 UNIT APARMENT BUILDING WITH A 3 CAR GARAGE PER PLANS. ISSUED BASED ON USING PROTOTYPE 100439483, 3545 N. RACINE.",3249 N Clifton Ave,100508098,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE & GARAGE.,3252 N Seminary Ave,100494934,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY IIIB MASONRY 3 UNIT APARTMENT   BUILDING WITH A 3 CAR GARAGE PER PLANS,3252 N Seminary Ave,100492948,44
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 2 STORY BRICK SFR.,3301 S Leavitt St,100476420,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY MASONRY SINGLE FAMILY HOME WITH BASEMENT AS PER PLANS,3301 S Leavitt St,100476481,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY DETACHED FRAME GARAGE,3309 W Wellington Ave,100493942,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,3309 W Wellington Ave,100491004,35
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE,3312 N Seeley Ave,100461412,PERMIT - NEW CONSTRUCTION,NEW 2 STORY WITH BASEMENT SINGLE FAMILY RESIDENCE WITH  2 CAR FRAME GARAGE (CONDITIONAL PERMIT SELF-CERT PROJECT.),3312 N Seeley Ave,100461540,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE,3313 S Hoyne Ave,100450681,PERMIT - NEW CONSTRUCTION,ERECT NEW ONE STORY MASONRY SINGLE FAMILY RESIDENCE WITH NEW DETACHED 2 CAR MASONRY GARAGE PER PLANS,3313 S Hoyne Ave,100445609,12
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK BUILDING.,3315 W Le Moyne St,100526972,PERMIT - NEW CONSTRUCTION,**Self-Cert Project** - NEW TWO STORY SINGLE FAMILY RESIDENCE WITH REAR PORCH; DEMOLISH EXISTING ONE STORY RESIDENCE ON SITE. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.   (Subject to audit & field inspection),3315 W Le Moyne St,100513126,26
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY FRAME BUILDING &  1 STORY FRAME GARAGE,3322 N Hoyne Ave,100533788,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND ROOF TOP STAIR ENCLOSURE, AND A DETACHED 2 CAR PRIVATE GARAGE WITH ROOF DECK",3322 N Hoyne Ave,100524794,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING & 1 STORY FRAME GARAGE,3322 N Kenmore Ave,100525246,PERMIT - NEW CONSTRUCTION,"ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**",3322 N Kenmore Ave,100526183,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A 2 STORY SINGLE FAMILY RESIDENCE AND GARAGE.,3330 N Hamilton Ave,100473971,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH GARAGE ROOF TOP DECK AS PER PLAN.,3330 N Hamilton Ave,100474433,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMO VE A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH DETACHED FRAME GARAGE.,3336 N Claremont Ave,100481805,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA  FRAME SINGLE FAMILY RESIDENCE  WITH  BASEMENT 2 CAR GARAGE / ROOF DECK",3336 N Claremont Ave,100479680,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME MULTI UNIT RESIDENCE AND DETACHED FRAME GARAGE.,3337 N Seminary Ave,100457987,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY IIIB MASONRY 3 UNIT APARMENT BUILDING WITH 3 CAR GARAGE,3337 N Seminary Ave,100454394,44
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 2 STORY BRICK SFR.,3337 S Bell Ave,100476419,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1 STORY SINGLE FAMILY HOME WITH BASEMENT AND A 2 CAR DETACHED GARAGE AS PER PLANS,3337 S Bell Ave,100476480,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,3339 N Claremont Ave,100535118,PERMIT - NEW CONSTRUCTION,"ERECT A STORY , IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",3339 N Claremont Ave,100530061,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME SINGLE FAMILY HOME & GARAGE,3343 N Oakley Ave,100503820,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND  2 CAR GARAGE WITH A ROOF DECK,3343 N Oakley Ave,100505864,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,3347 N Pacific Ave,100489141,PERMIT - NEW CONSTRUCTION,ERECT A 1 STORY NEW CONSTRUCTION SINGLE FAMILY HOME AS PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,3347 N Pacific Ave,100472327,38
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND DETACHED FRAME GARAGE,3417 N Bell Ave,100541640,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION), DETATCHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.",3417 N Bell Ave,100540866,32
PERMIT - WRECKING/DEMOLITION,WRECKING 2 STORY FOR BRICK BUILDING,3428 N Southport Ave,100494491,PERMIT - NEW CONSTRUCTION,"ERECT 4 STORY WITH PARTIAL BASEMENT MIXED USE BUILDING WITH 3 DU AND GROUND FLOOR COMMERCIAL SPACE, INCLUDING MASONRY TRASH ENCLOSURE AS PER PLANS",3428 N Southport Ave,100497613,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME HOME AND GARAGE.,3432 N Neenah Ave,100446879,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1 STORY SINGLE FAMILY HOME WITH BASEMENT (4A CONST) AND REAR WOOD DECK.  NEW 2 CAR FRAME GARAGE (4A). PER PLANS,3432 N Neenah Ave,100446748,38
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,3433 N Claremont Ave,100533591,PERMIT - NEW CONSTRUCTION,ERECT NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH FULL BASEMENT AND PRIVATE DETACHED 2 CAR FRAME GARAGE PER PLANS.  **Self-Certification Project  -  Conditional Permit: Subject to audit & field inspections**,3433 N Claremont Ave,100534022,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BUILDING AND DETACHED GARAGE.,3438 N Elaine Pl,100527570,PERMIT - NEW CONSTRUCTION,ERECT NEW 4 STY. 4-DWELLING MASONRY MULTI-FAMILY RESIDENTIAL BUILDING WITH ATTACHED BASEMENT GARAGE,3438 N Elaine Pl,100521866,44
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING 2 STORY FRAME BUILDING & 1 STORY FRAME GARAGE,3442 N Seeley Ave,100485266,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND A NEW TWO CAR FRAME GARAGE WITH ROOF DECK AS PER PLANS,3442 N Seeley Ave,100477653,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,3446 N Janssen Ave,100510892,PERMIT - NEW CONSTRUCTION,"SELFCERT - NEW BRICK VENEER 2 STORY SFR W BASEMENT, NEW DECK, AND NEW DETACHED 3-CAR PRIVATE  GARAGE WITH ROOF DECK",3446 N Janssen Ave,100509966,44
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK RESIDENCE,3451 N Greenview Ave,100514865,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY SINGLE FAMILY RESIDENCE W/ BASEMENT & 2 CAR GARAGE WITH ROOF DECK PEER PLANS",3451 N Greenview Ave,100510378,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,3456 N Oakley Ave,100490075,PERMIT - NEW CONSTRUCTION,"SELF-CERT PROJECT. ERECT NEW TWO STORY BRICK VENEER FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT, AND DETACHED TWO CAR FRAME GARAGE WITH ROOF DECK  PER PLANS( CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION)",3456 N Oakley Ave,100489538,32
