_permit_type,work_description,address,permit_,issue_date,_permit_type(2),work_description(2),address(2),permit_(2),issue_date(2),b_ward,b_communityarea
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE,7701 W Catalpa Ave,100432015,07/03/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR DETACHED GARAGE,7701 W Catalpa Ave,100438795,06/26/2012,41,36
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 3 STORY BRICK RESIDENCE,1870 N Damen Ave,100433597,07/05/2012,PERMIT - NEW CONSTRUCTION,ERECT 4 STORY + 3 DWELLING UNIT PER PLAN,1870 N Damen Ave,100446463,06/28/2012,32,23
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE MODULAR CLASSROOM AT HANSON PARK SCHOOL. WRECKER WILL BE DOING EXCAVATION.,5411 W Fullerton Ave,100445986,07/06/2012,PERMIT - NEW CONSTRUCTION,DEMOLISH EXISTING 1-STORY MODULAR BUILDING & PLAYGROUND.  CONSTRUCT NEW 1-STORY MODULAR BUILDING AND PLAYGROUND.,5411 W Fullerton Ave,100446806,07/25/2012,36,19
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY MIXED USE BRICK BUILDING,1866 N Damen Ave,100433595,07/09/2012,PERMIT - NEW CONSTRUCTION,ERECT 4 STORY COMMERCIAL + 3 DWELLING UNITS PER PLAN.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1866 N Damen Ave,100446454,06/27/2012,32,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK BUILDING.,1524 N Wood St,100445477,07/10/2012,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY SINGLE FAMILY RESIDENCE WITH DETACHED TWO CAR GARAGE WITH ROOF DECK,1524 N Wood St,100444560,06/19/2012,2,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK HOUSE,6457 N Ogallah Ave,100439354,07/11/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND DETACHED 2 CAR GARAGE ALLEY ACCESS PER PLANS,6457 N Ogallah Ave,100438473,07/18/2012,41,77
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE.,3545 N Racine Ave,100440385,07/13/2012,PERMIT - NEW CONSTRUCTION,NEW 3 STORY 3 DWELLING UNIT RESIDENTIAL BUILDING WITH DETACHED 3 CAR PRICATE GARAGE WITH ROOF DECK AS PER PLANS.CONDTIONAL PERMIT - WILL VOID IF WRECKING PERMIT IS NOT OBTAINED WITHIN 30 DAY OF PERMIT ISSUE DATE,3545 N Racine Ave,100439488,07/05/2012,44,57
PERMIT - WRECKING/DEMOLITION,"WRECK AND REMOVE BRICK, MULTI-FAMILY RESIDENCE AND GARAGE.",3216 N Leavitt St,100441901,07/13/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGECONDTIONAL PERMIT - WILL VOID IF WRECKING PERMIT IS NOT OBTAINED WITHIN 30 DAY OF PERMIT ISSUE DATE,3216 N Leavitt St,100440767,07/05/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY BRICK HOUSE.,10344 S Seeley Ave,100444722,07/17/2012,PERMIT - NEW CONSTRUCTION,"ERECT NEW 2 STORY, IV-A SINGLE FAMILY RESIDENCE W/BASEMENT AND ATTACHED GARAGE AS PER PLANS",10344 S Seeley Ave,100443984,06/27/2012,19,71
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY BRICK HOUSE.,10344 S Seeley Ave,100444722,07/17/2012,PERMIT - NEW CONSTRUCTION,"FOUNDATION ONLY FOR A PROPOSED 2 STORY, IV_A SINGLE FAMILY RESIDENCE W/ BASEMENT AND ATTACHED GARAGE AS PER PLANS",10344 S Seeley Ave,100453207,08/10/2012,19,71
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDEINTIAL BUILDING.,3536 N Bell Ave,100442499,07/17/2012,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY, 4A FRAME, BRICK VENEER, SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE.",3536 N Bell Ave,100437876,07/06/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME BUILDING,1522 W Fry St,100416628,07/18/2012,PERMIT - NEW CONSTRUCTION,"ERECT 3 D.U. MASONRY BUILDING WITH ROOF TOP DECK, ATTACHED 3 CAR MASONARY GARAGE AS PER PLAN.************THIS PERMIT IS VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********",1522 W Fry St,100277830,07/09/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK RESIDEINTIAL BUILDING.,2123 W School St,100442494,07/18/2012,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY, 4A FRAME, SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE WITH ROOF DECK.PERMIT ALSO INCLUDES A 6'-0"" TALL WOOD FENCE",2123 W School St,100437865,07/02/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A,532 N Hermitage Ave,100448345,07/19/2012,PERMIT - NEW CONSTRUCTION,ERECT 2 D.U. FRAME BUILDING (4A CONSTRUCTION) WITH DETACHED 2 CARFRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.CONDTIONAL PERMIT - WILL VOID IF WRECKING PERMIT IS NOT OBTAINED WITHIN 30 DAY OF PERMIT ISSUE DATE,532 N Hermitage Ave,100444875,06/28/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK RESIDENCE,1825 W Henderson St,100448469,07/24/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,1825 W Henderson St,100447518,07/12/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE ONE STORY SINGLE FAMILY FRAME HOME + GARAGE.,4112 N Oakley Ave,100449062,07/24/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE,4112 N Oakley Ave,100442668,07/23/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A 1 STORY BRICK BUILDING.,2217 N Leavitt St,100446274,07/24/2012,PERMIT - NEW CONSTRUCTION,ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,2217 N Leavitt St,100445923,07/12/2012,32,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL.,1943 W Eddy St,100448729,07/24/2012,PERMIT - NEW CONSTRUCTION,DEMOLITION OF EXISTING TWO-STOREY SINGLE-FAMILY RESIDENCECONSTRUCTION OF NEW TWO-STORY SINGLE-FAMILY RESIDENCE ON SAME LOT PER PLANS,1943 W Eddy St,100439532,07/02/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE A BRICK COMMERCIAL BUILDING,1651 N Western Ave,100448614,07/25/2012,PERMIT - NEW CONSTRUCTION,"NEW ONE STORY 3,700 MASONRY RETAIL BUILDING.  PARKING LOT FOR 16 CARS AND A MASONRY TRASH ENCLOSURE. (Original Zoning approval under App #100432179)",1651 N Western Ave,100444235,08/17/2012,32,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME HOME AND GARAGE.,2506 S Throop St,100446877,07/27/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1 STORY  MASONRY SINGLE FAMILY WITH BASEMENT AND 2 CAR DETACHED FRAME GARAGE.,2506 S Throop St,100446754,07/27/2012,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE SINGLE FAMILY FRAME HOUSE AND GARAGE.,2252 W Berwyn Ave,100449059,07/30/2012,PERMIT - NEW CONSTRUCTION,NEW  2 STORY FRAME SINGLE FAMILY RESIDENCE PER PLANS WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK. PROTOTYPE TO PERMIT NUMBER 100438058.,2252 W Berwyn Ave,100446765,07/10/2012,40,6
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF SINGLE-FAMILTY RESIDENCE AND DETACHED GARAGE.,3817 N Keeler Ave,100447108,07/30/2012,PERMIT - NEW CONSTRUCTION,NEW TWO STORY SINGLE FAMILY RESIDENCE WITH DETACHED MASONRY GARAGE PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,3817 N Keeler Ave,100440406,07/30/2012,45,16
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING FRAME 4-UNIT RESIDENCE & GARAGE,1810 N Burling St,100448031,08/01/2012,PERMIT - NEW CONSTRUCTION,CONSTRUCTION OF NEW SINGLE FAMILY RESIDENCE,1810 N Burling St,100438906,08/20/2012,43,68
PERMIT - WRECKING/DEMOLITION,"WRECK AND REMOVE EXISTING FRAME, SINGLE-FAMILY BUILDING.",2053 N Fremont St,100439998,08/03/2012,PERMIT - NEW CONSTRUCTION,"ERECT NEW SFR OF TYPE IV-A CONSTRUCTION, WITH NEW DETACHED MASONRY GARAGE",2053 N Fremont St,100439543,07/25/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING FRAME SINGLE FAMILY RESIDENCE & GARAGE,1456 W Grace St,100448027,08/03/2012,PERMIT - NEW CONSTRUCTION,NEW 3 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND  TWO CAR GARAGE WITH ROOF DECK AS PER PLANS,1456 W Grace St,100446050,08/10/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK SINGLE FAMILY RESIDENCE,1740 N Winchester Ave,100448959,08/08/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW SINGLE FAMILY HOUSE WITH 2 CAR GARAGE.,1740 N Winchester Ave,100442595,08/29/2012,32,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME RESIDENCE,2950 W Lyndale St,100439410,08/08/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2950 W Lyndale St,100438641,06/15/2012,1,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 3 STORY FRAME BUILDING.,3623 N Wayne Ave,100449575,08/09/2012,PERMIT - NEW CONSTRUCTION,"ERECT 2 STY. PLUS BASEMENT SFR, WITH ATTACHED MASONRY 3 CAR GARAGE.",3623 N Wayne Ave,100442759,07/30/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE MULTI UNIT FRAME RESIDENCE AND DETACHED FRAME GARAGE,4159 N Oakley Ave,100449670,08/09/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENTE FRAME BUILDING WITH A DETACHED 2 CAR GARAGE.,4159 N Oakley Ave,100446045,08/31/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY BUILDING.,825 N Hoyne Ave,100448756,08/14/2012,PERMIT - NEW CONSTRUCTION,"ERECT 2 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.",825 N Hoyne Ave,100448685,07/19/2012,2,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME & BRICK BUILDING.,1518 W George St,100447302,08/15/2012,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE PER PLANS**CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,1518 W George St,100442303,08/16/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME & BRICK BUILDING.,1518 W George St,100447302,08/15/2012,PERMIT - NEW CONSTRUCTION,INSTALL DEEP PIER FOUNDATION FOR SINGLE FAMILY RESIDENCE (NOT INCLUDING ERS/EX),1518 W George St,100433361,10/12/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING SINGLE FAMILY HOME & GARAGE.,6512 N Sayre Ave,100449246,08/20/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE BUILDING,6512 N Sayre Ave,100442014,08/06/2012,41,36
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY RESIDENCE AND DETACHED FRAME GARAGE,2124 W Pensacola Ave,100434216,08/21/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH 3 CAR GARAGE 3 B CONSTRUCTION,2124 W Pensacola Ave,100442666,08/13/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE A FRAME MULT-FAMILY RESIDENCE,1315 W Roscoe St,100448613,08/21/2012,PERMIT - NEW CONSTRUCTION,"ERECT THREE STORY THREE DWELLING UNIT APARTMENT BUILDING, AS PER PLANS.",1315 W Roscoe St,100448715,08/16/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME BUILDING.,3119 N Odell Ave,100450481,08/22/2012,PERMIT - NEW CONSTRUCTION,NEW ONE STORY SINGLE FAMILY RESIDENCE W/ BASEMENT,3119 N Odell Ave,100439768,08/17/2012,29,17
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME 3 STORY RESIDENTIAL BUILDING & GARAGE.,2029 W Melrose St,100443742,08/22/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY FRAME RESIDENCE AND DETACHED GARAGE WITH ROOF DECK AS PER PLANSCONDTIONAL PERMIT - WILL VOID IF WRECKING PERMIT IS NOT OBTAINED WITHIN 30 DAY OF PERMIT ISSUE DATE,2029 W Melrose St,100443231,07/13/2012,32,46
PERMIT - WRECKING/DEMOLITION,"WRECK AND REMOVE TWO STORY, FRAME HOUSE WITH DETACHED GARAGE.",4511 N Wolcott Ave,100449877,08/23/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.CONDTIONAL PERMIT - WILL VOID IF WRECKING PERMIT IS NOT OBTAINED WITHIN 30 DAY OF PERMIT ISSUE DATE**CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,4511 N Wolcott Ave,100422205,08/20/2012,47,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY MASONRY SINGLE FAMILY RESIDENCE.,1461 W Augusta Blvd,100449553,08/24/2012,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION 3 DWELLING UNIT MASONRY BUILDING.,1461 W Augusta Blvd,100450004,07/30/2012,2,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 3 STORY MASONRY SINGLE FAMILY RESIDENCE,3615 N Lakewood Ave,100450797,08/31/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW 3 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 3 CAR MASONRY GARAGE WITH ROOF DECK TYPE 3B CONSTRUCTION AS PER PLANS.,3615 N Lakewood Ave,100458140,10/18/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,4013 N Greenview Ave,100452499,09/07/2012,PERMIT - NEW CONSTRUCTION,CONSTRUCT NEW SINGLE FAMILY RESIDENCE WITH DETACHED 2 CAR PRIVATE GARAGE AS PER PLANS,4013 N Greenview Ave,100453767,10/04/2012,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK MULTI USE BUILDING,7650 S Ashland Ave,100453260,09/10/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1-STORY 6895 SQFT RETAIL BUILDING AND ASSOCIATED SITE WORK INCLUDING A TRASH ENCLOSURE AS PER PLANS.,7650 S Ashland Ave,100439443,09/19/2012,17,70
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK BUILDING,1244 W George St,100448499,09/11/2012,PERMIT - NEW CONSTRUCTION,"ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",1244 W George St,100452279,08/30/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME,3810 N Oakley Ave,100448347,09/11/2012,PERMIT - NEW CONSTRUCTION,NEW FRAME SINGLE FAMILY RESIDENCE AND 2 CAR GARAGE WITH ROOF DECK,3810 N Oakley Ave,100451633,08/22/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY SINGLE FAMILY RESIDENCE,3640 S Parnell Ave,100456197,09/14/2012,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION FOR SINGLE FAMILY RESIDENCE. PROTOTYPE TO PERMIT #,3640 S Parnell Ave,100452108,08/16/2012,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE.,3852 N Oakley Ave,100450607,09/18/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,3852 N Oakley Ave,100441125,09/20/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 FRAME RESIDENCE,1215 W Barry Ave,100446456,09/18/2012,PERMIT - NEW CONSTRUCTION,NEW 3 STORY 3 DWELLING UNIT APARMENT BUILDING PER PLANS,1215 W Barry Ave,100446076,08/31/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE,1308 W Addison St,100447079,09/20/2012,PERMIT - NEW CONSTRUCTION,"ERECT NEW 3 STORY, III-B, 5 DWELLING UNIT APARTMENT BUILDING W/ BASEMENT AND DETACHED 6 CAR GARAGE AS PER PLANS **********THIS PERMIT WILL BE VOIDED IN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT IF BOTH WRECKING PERMITS WERE NOT OBTAINED**********",1308 W Addison St,100448065,09/19/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE EXISTING 1 STORY FRAME BUILDING,3016 W Peterson Ave,100457631,09/24/2012,PERMIT - NEW CONSTRUCTION,CONSTRUCT A NEW ONE STORY RETAIL AUTO PARTS BUILDING - PARKING AS PER PLANS.,3016 W Peterson Ave,100450796,10/30/2012,50,20
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENTIAL BUILDING & GARAGE,1815 W Erie St,100455021,09/25/2012,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1815 W Erie St,100457565,10/23/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE,3313 S Hoyne Ave,100450681,09/25/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW ONE STORY MASONRY SINGLE FAMILY RESIDENCE WITH NEW DETACHED 2 CAR MASONRY GARAGE PER PLANS,3313 S Hoyne Ave,100445609,09/17/2012,12,56
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A  STORY FRAME RES & GARAGE.,3844 N Marshfield Ave,100456828,09/27/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH TWO CAR GARAGE AND ROOF DECK,3844 N Marshfield Ave,100449618,10/26/2012,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 3 STORY FRAME MULTI UNIT RESIDENCE,1909 N Fremont St,100450033,09/27/2012,PERMIT - NEW CONSTRUCTION,!!!  SELF CERTIFIED PERMIT APPLICATION  !!!!NEW 3 STORY WITH BASEMENT AND PENTHOUSE MASONRY SINGLE FAMILY RESIDENCE AND GARAGE,1909 N Fremont St,100456707,10/24/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,1813 W Ohio St,100454437,09/27/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW TWO STORY SINGLE FAMILY RESIDENCE WITH TWO CAR DETACHED GARAGE PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1813 W Ohio St,100453728,09/20/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME MULTI USE STRUCTURE & FRAME GARAGE,3848 N Bell Ave,100456823,10/01/2012,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH GARAGE ROOF TOP DECK AS PER PLAN.,3848 N Bell Ave,100457339,10/12/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING BRICK 1 STORY COMMERCIAL BUILDING.,3764 N Clark St,100455064,10/01/2012,PERMIT - NEW CONSTRUCTION,NEW 6 DWELLING UNIT 6 CAR GARAGE PER PLANS,3764 N Clark St,100446324,10/29/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK COACH HOUSE,1800 N Mohawk St,100455261,10/04/2012,PERMIT - NEW CONSTRUCTION,ERECT A TWO STORY SINGLE FAMILY HOME WITH DETACHED GARAGE AS PER PLANS.,1800 N Mohawk St,100450156,10/30/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE FRONT 2 STORY BRICK SINGLE FAMILY RESIDENCE,1800 N Mohawk St,100455256,10/04/2012,PERMIT - NEW CONSTRUCTION,ERECT A TWO STORY SINGLE FAMILY HOME WITH DETACHED GARAGE AS PER PLANS.,1800 N Mohawk St,100450156,10/30/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME WITH DETACHED GARAGE.,2251 N Greenview Ave,100449912,10/04/2012,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.  (Subject to audit & field inspection),2251 N Greenview Ave,100457974,11/26/2012,2,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 1\2 STORY FRAME RESIDENTIAL.,2109 W Belle Plaine Ave,100454190,10/09/2012,PERMIT - NEW CONSTRUCTION,ERECT 2  STORY FRAME SINGLE FAMILY  RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,2109 W Belle Plaine Ave,100448448,10/01/2012,47,46
PERMIT - WRECKING/DEMOLITION,"DEMOLITION OF A 1 STORY MCDONALD'S.",2707 N Milwaukee Ave,100460813,10/10/2012,PERMIT - NEW CONSTRUCTION,"DEMOLITION AND RE-CONSTRUCTION OF AN EXISTING 1 STORY MCDONALD'S RESTAURANT; INCLUDING THE RENOVATION OF THE EXISTING PARKING LOT.",2707 N Milwaukee Ave,100446907,09/12/2012,35,23
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE BRICK 2 STORY SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE,1851 N Orchard St,100458342,10/10/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW 3-STORY SFR WITH DETACHED GARAGE AS PER PLANSZONING ADM. ADJ. FILED UNDER APPLICATION # 100441889********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINTED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********,1851 N Orchard St,100446123,10/29/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE FRAME SINGLE FAMILY COACH HOUSE,1225 W Wellington Ave,100458438,10/11/2012,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY IV FRAME CONTRUCTION SINGLE FAMILY RESIDENCE,WITH 2 CAR GARAGE  AND ROOF DECK PER PLANS",1225 W Wellington Ave,100457488,12/03/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE FRONT FRAME SINGLE FAMILY RESIDENCE,1225 W Wellington Ave,100458440,10/11/2012,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY IV FRAME CONTRUCTION SINGLE FAMILY RESIDENCE,WITH 2 CAR GARAGE  AND ROOF DECK PER PLANS",1225 W Wellington Ave,100457488,12/03/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME BUILDING.,1721 N Washtenaw Ave,100454365,10/12/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW 2-STORY FRAME SINGLE FAMILY RESIDENCE AND 2 CAR FRAME GARAGE PER APPROVED PLANS******THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******,1721 N Washtenaw Ave,100453900,09/26/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY MASONRY BUILDING,2943 S Bonfield St,100451482,10/12/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1 STORY MASONRY SINGLE FAMILY  HOME WITH BASEMENT (TYPE 3B) AND A 2 CAR FRAME GARAGE (4A) ALLEY ACCESS.,2943 S Bonfield St,100454494,10/15/2012,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A COACH HOUSE,1710 N Mohawk St,100460319,10/12/2012,PERMIT - NEW CONSTRUCTION,**SELF CERTIFICATION** ERECT A SINGLE FAMILY RESIDENCE WITH DETACHED THREE CAR GARAGE AS PER PLANS.,1710 N Mohawk St,100455531,10/18/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE AND GARAGE.,2217 W Cullom Ave,100460148,10/15/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY 2 STORY FRAME BUILDING WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,2217 W Cullom Ave,100448224,10/22/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE,3525 N Paulina St,100447857,10/15/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT (4A CONST),3525 N Paulina St,100441542,10/01/2012,47,57
